"Gene_ID"	"Start"	"End"	"length"	"Gene_type"
"ENSG00000092096"	23346306	23352912	6606	"protein_coding"
"ENSG00000092098"	24146683	24160661	13978	"protein_coding"
"ENSG00000092108"	30622112	30735812	113700	"protein_coding"
"ENSG00000092140"	30559123	30620063	60940	"protein_coding"
"ENSG00000092148"	31100112	31207804	107692	"protein_coding"
"ENSG00000092199"	21209136	21269494	60358	"protein_coding"
"ENSG00000092200"	21287939	21351301	63362	"protein_coding"
"ENSG00000092201"	21351472	21384266	32794	"protein_coding"
"ENSG00000092203"	21476597	21499175	22578	"protein_coding"
"ENSG00000092208"	39114223	39136973	22750	"protein_coding"
"ENSG00000092295"	24249114	24264432	15318	"protein_coding"
"ENSG00000092330"	24239643	24242674	3031	"protein_coding"
"ENSG00000092345"	16586792	16670306	83514	"protein_coding"
"ENSG00000092377"	6910686	7091683	180997	"protein_coding"
"ENSG00000092421"	116443616	116574934	131318	"protein_coding"
"ENSG00000092439"	50552473	50686815	134342	"protein_coding"
"ENSG00000092445"	41557675	41583586	25911	"protein_coding"
"ENSG00000092470"	43826963	43868419	41456	"protein_coding"
"ENSG00000092529"	42359500	42412318	52818	"protein_coding"
"ENSG00000092531"	42491233	42545356	54123	"protein_coding"
"ENSG00000092607"	118883046	118989556	106510	"protein_coding"
"ENSG00000092621"	119648411	119744226	95815	"protein_coding"
"ENSG00000092758"	62816244	62841159	24915	"protein_coding"
"ENSG00000092820"	158765741	158819412	53671	"protein_coding"
"ENSG00000092841"	56158161	56163496	5335	"protein_coding"
"ENSG00000092847"	35869808	35930528	60720	"protein_coding"
"ENSG00000092850"	36084075	36088275	4200	"protein_coding"
"ENSG00000092853"	35720218	35769967	49749	"protein_coding"
"ENSG00000092871"	35005990	35089319	83329	"protein_coding"
"ENSG00000092929"	75827225	75844717	17492	"protein_coding"
"ENSG00000092931"	76735865	76781449	45584	"protein_coding"
"ENSG00000092964"	26514022	26658178	144156	"protein_coding"
"ENSG00000092969"	218346235	218444619	98384	"protein_coding"
"ENSG00000092978"	217426992	217631082	204090	"protein_coding"
"ENSG00000093000"	45163841	45188015	24174	"protein_coding"
"ENSG00000093009"	19479459	19520612	41153	"protein_coding"
"ENSG00000093010"	19941607	19969975	28368	"protein_coding"
"ENSG00000093072"	17178790	17258235	79445	"protein_coding"
"ENSG00000093134"	132722787	132734765	11978	"protein_coding"
"ENSG00000093144"	127288710	127343609	54899	"protein_coding"
"ENSG00000093167"	37052656	37183689	131033	"protein_coding"
"ENSG00000093183"	42547969	42601080	53111	"protein_coding"
"ENSG00000093217"	38346760	38421348	74588	"protein_coding"
"ENSG00000094631"	48801377	48824982	23605	"protein_coding"
"ENSG00000094661"	15082211	15092970	10759	"protein_coding"
"ENSG00000094755"	170763350	170814047	50697	"protein_coding"
"ENSG00000094796"	41393724	41397592	3868	"protein_coding"
"ENSG00000094804"	40287633	40304657	17024	"protein_coding"
"ENSG00000094841"	75274085	75304600	30515	"protein_coding"
"ENSG00000094880"	138187648	138213343	25695	"protein_coding"
"ENSG00000094914"	53307456	53324864	17408	"protein_coding"
"ENSG00000094916"	54230940	54280133	49193	"protein_coding"
"ENSG00000094963"	171185208	171211230	26022	"protein_coding"
"ENSG00000094975"	172532349	172611833	79484	"protein_coding"
"ENSG00000095002"	47402969	47663146	260177	"protein_coding"
"ENSG00000095015"	56815574	56896152	80578	"protein_coding"
"ENSG00000095059"	12675717	12681902	6185	"protein_coding"
"ENSG00000095066"	12763003	12872740	109737	"protein_coding"
"ENSG00000095110"	114521645	114559895	38250	"protein_coding"
"ENSG00000095139"	118572390	118603033	30643	"protein_coding"
"ENSG00000095203"	109171975	109320964	148989	"protein_coding"
"ENSG00000095209"	105694544	105776612	82068	"protein_coding"
"ENSG00000095261"	120815496	120842984	27488	"protein_coding"
"ENSG00000095303"	122370530	122395703	25173	"protein_coding"
"ENSG00000095319"	128947699	129007096	59397	"protein_coding"
"ENSG00000095321"	129094810	129111189	16379	"protein_coding"
"ENSG00000095370"	127738317	127778741	40424	"protein_coding"
"ENSG00000095380"	98056739	98083075	26336	"protein_coding"
"ENSG00000095383"	98198999	98255721	56722	"protein_coding"
"ENSG00000095397"	114402080	114505450	103370	"protein_coding"
"ENSG00000095464"	93612588	93666010	53422	"protein_coding"
"ENSG00000095485"	100232298	100267680	35382	"protein_coding"
"ENSG00000095539"	100969518	100985871	16353	"protein_coding"
"ENSG00000095564"	91923769	92030325	106556	"protein_coding"
"ENSG00000095574"	122990806	123008817	18011	"protein_coding"
"ENSG00000095585"	96191702	96271587	79885	"protein_coding"
"ENSG00000095587"	96364606	96513918	149312	"protein_coding"
"ENSG00000095596"	93073475	93077890	4415	"protein_coding"
"ENSG00000095627"	114179270	114232304	53034	"protein_coding"
"ENSG00000095637"	95311771	95561414	249643	"protein_coding"
"ENSG00000095713"	97865000	98030828	165828	"protein_coding"
"ENSG00000095739"	28677342	28682939	5597	"protein_coding"
"ENSG00000095752"	55364389	55370463	6074	"protein_coding"
"ENSG00000095777"	25934071	26212536	278465	"protein_coding"
"ENSG00000095787"	28532493	28623112	90619	"protein_coding"
"ENSG00000095794"	35126791	35212958	86167	"protein_coding"
"ENSG00000095906"	1782901	1789191	6290	"protein_coding"
"ENSG00000095917"	1256059	1258998	2939	"protein_coding"
"ENSG00000095932"	3473986	3480542	6556	"protein_coding"
"ENSG00000095951"	12008762	12164999	156237	"protein_coding"
"ENSG00000095970"	41158506	41163186	4680	"protein_coding"
"ENSG00000095981"	39314698	39322968	8270	"protein_coding"
"ENSG00000096006"	49727384	49744437	17053	"protein_coding"
"ENSG00000096060"	35573585	35728583	154998	"protein_coding"
"ENSG00000096063"	35832966	35921342	88376	"protein_coding"
"ENSG00000096070"	36196744	36232790	36046	"protein_coding"
"ENSG00000096080"	43671303	43687791	16488	"protein_coding"
"ENSG00000096088"	41736711	41754109	17398	"protein_coding"
"ENSG00000096092"	52671109	52686588	15479	"protein_coding"
"ENSG00000096093"	52362123	52529886	167763	"protein_coding"
"ENSG00000096264"	41335655	41350887	15232	"protein_coding"
"ENSG00000096384"	44246166	44253888	7722	"protein_coding"
"ENSG00000096395"	33794673	33804011	9338	"protein_coding"
"ENSG00000096401"	44387525	44450426	62901	"protein_coding"
"ENSG00000096433"	33620365	33696574	76209	"protein_coding"
"ENSG00000096654"	27450743	27473118	22375	"protein_coding"
"ENSG00000096696"	7541575	7586717	45142	"protein_coding"
"ENSG00000096717"	67884669	67918390	33721	"protein_coding"
"ENSG00000096746"	68331174	68343191	12017	"protein_coding"
"ENSG00000096872"	26947039	27062930	115891	"protein_coding"
"ENSG00000096968"	4984390	5128183	143793	"protein_coding"
"ENSG00000096996"	18058995	18098944	39949	"protein_coding"
"ENSG00000097007"	130713946	130887675	173729	"protein_coding"
"ENSG00000097021"	6264269	6394391	130122	"protein_coding"
"ENSG00000097033"	86704570	86748184	43614	"protein_coding"
"ENSG00000097046"	91500893	91525764	24871	"protein_coding"
"ENSG00000097096"	85156873	85201046	44173	"protein_coding"
"ENSG00000099139"	75890644	76362339	471695	"protein_coding"
"ENSG00000099194"	100347124	100364834	17710	"protein_coding"
"ENSG00000099203"	10832438	10836318	3880	"protein_coding"
"ENSG00000099204"	114431113	114685003	253890	"protein_coding"
"ENSG00000099219"	5765076	5833117	68041	"protein_coding"
"ENSG00000099246"	27504174	27542237	38063	"protein_coding"
"ENSG00000099250"	33177492	33336262	158770	"protein_coding"
"ENSG00000099256"	24848607	24952604	103997	"protein_coding"
"ENSG00000099260"	99645943	99694541	48598	"protein_coding"
"ENSG00000099282"	69451473	69507669	56196	"protein_coding"
"ENSG00000099284"	70052796	70112280	59484	"protein_coding"
"ENSG00000099290"	50067888	50133506	65618	"protein_coding"
"ENSG00000099308"	18097793	18151692	53899	"protein_coding"
"ENSG00000099326"	58561931	58573575	11644	"protein_coding"
"ENSG00000099330"	17226204	17229219	3015	"protein_coding"
"ENSG00000099331"	17075781	17214537	138756	"protein_coding"
"ENSG00000099337"	38319844	38332076	12232	"protein_coding"
"ENSG00000099338"	38335775	38370943	35168	"protein_coding"
"ENSG00000099341"	38374536	38383824	9288	"protein_coding"
"ENSG00000099364"	30923055	30948783	25728	"protein_coding"
"ENSG00000099365"	30989256	31010661	21405	"protein_coding"
"ENSG00000099377"	30985207	30989152	3945	"protein_coding"
"ENSG00000099381"	30957294	30984664	27370	"protein_coding"
"ENSG00000099385"	30833626	30894960	61334	"protein_coding"
"ENSG00000099399"	30215560	30220089	4529	"protein_coding"
"ENSG00000099617"	1286154	1300237	14083	"protein_coding"
"ENSG00000099622"	1259384	1274880	15496	"protein_coding"
"ENSG00000099624"	1241746	1244826	3080	"protein_coding"
"ENSG00000099625"	1228287	1238027	9740	"protein_coding"
"ENSG00000099715"	5000226	5742224	741998	"protein_coding"
"ENSG00000099721"	6865918	6874027	8109	"protein_coding"
"ENSG00000099769"	1790413	1794971	4558	"protein_coding"
"ENSG00000099783"	8444767	8489114	44347	"protein_coding"
"ENSG00000099785"	8413270	8439017	25747	"protein_coding"
"ENSG00000099795"	14566078	14572062	5984	"protein_coding"
"ENSG00000099797"	14517085	14565980	48895	"protein_coding"
"ENSG00000099800"	2425624	2427894	2270	"protein_coding"
"ENSG00000099804"	531712	542092	10380	"protein_coding"
"ENSG00000099810"	21802543	21937651	135108	"protein_coding"
"ENSG00000099812"	751126	764318	13192	"protein_coding"
"ENSG00000099814"	104865280	104896770	31490	"protein_coding"
"ENSG00000099817"	1086579	1095380	8801	"protein_coding"
"ENSG00000099821"	617224	633604	16380	"protein_coding"
"ENSG00000099822"	589893	617159	27266	"protein_coding"
"ENSG00000099834"	616565	626078	9513	"protein_coding"
"ENSG00000099840"	2096429	2099593	3164	"protein_coding"
"ENSG00000099849"	560404	564021	3617	"protein_coding"
"ENSG00000099860"	2476122	2478259	2137	"protein_coding"
"ENSG00000099864"	708939	748329	39390	"protein_coding"
"ENSG00000099866"	489176	505342	16166	"protein_coding"
"ENSG00000099875"	2037465	2051244	13779	"protein_coding"
"ENSG00000099889"	19969896	20016808	46912	"protein_coding"
"ENSG00000099899"	20111866	20117392	5526	"protein_coding"
"ENSG00000099901"	20115938	20127357	11419	"protein_coding"
"ENSG00000099904"	20129456	20148007	18551	"protein_coding"
"ENSG00000099910"	20441519	20495883	54364	"protein_coding"
"ENSG00000099917"	20495913	20587632	91719	"protein_coding"
"ENSG00000099937"	20773879	20787720	13841	"protein_coding"
"ENSG00000099940"	20858983	20891218	32235	"protein_coding"
"ENSG00000099942"	20917426	20953749	36323	"protein_coding"
"ENSG00000099949"	20982013	20999038	17025	"protein_coding"
"ENSG00000099953"	23768226	23784316	16090	"protein_coding"
"ENSG00000099954"	17359949	17558149	198200	"protein_coding"
"ENSG00000099956"	23786931	23838008	51077	"protein_coding"
"ENSG00000099957"	21009808	21028830	19022	"protein_coding"
"ENSG00000099958"	23834503	23839128	4625	"protein_coding"
"ENSG00000099960"	21028718	21032840	4122	"protein_coding"
"ENSG00000099968"	17628855	17730855	102000	"protein_coding"
"ENSG00000099974"	23966901	23972532	5631	"protein_coding"
"ENSG00000099977"	23971365	23979828	8463	"protein_coding"
"ENSG00000099984"	23980058	23983915	3857	"protein_coding"
"ENSG00000099985"	30262829	30266840	4011	"protein_coding"
"ENSG00000099991"	24011192	24178628	167436	"protein_coding"
"ENSG00000099992"	30291990	30327046	35056	"protein_coding"
"ENSG00000099994"	24181259	24189110	7851	"protein_coding"
"ENSG00000099995"	30331988	30356947	24959	"protein_coding"
"ENSG00000099998"	24219654	24245142	25488	"protein_coding"
"ENSG00000099999"	30368811	30421771	52960	"protein_coding"
"ENSG00000100003"	30396857	30425317	28460	"protein_coding"
"ENSG00000100012"	30447959	30472049	24090	"protein_coding"
"ENSG00000100014"	24270817	24417740	146923	"protein_coding"
"ENSG00000100023"	21666009	21700015	34006	"protein_coding"
"ENSG00000100024"	24494107	24528390	34283	"protein_coding"
"ENSG00000100027"	21697544	21735834	38290	"protein_coding"
"ENSG00000100028"	24555503	24609980	54477	"protein_coding"
"ENSG00000100029"	30576625	30607083	30458	"protein_coding"
"ENSG00000100030"	21754500	21867680	113180	"protein_coding"
"ENSG00000100031"	24583750	24629005	45255	"protein_coding"
"ENSG00000100033"	18912777	18936553	23776	"protein_coding"
"ENSG00000100034"	21919420	21952837	33417	"protein_coding"
"ENSG00000100036"	30635652	30669016	33364	"protein_coding"
"ENSG00000100038"	21957025	21982816	25791	"protein_coding"
"ENSG00000100053"	25199850	25207363	7513	"protein_coding"
"ENSG00000100055"	37282027	37315345	33318	"protein_coding"
"ENSG00000100056"	19130279	19144684	14405	"protein_coding"
"ENSG00000100060"	37469063	37486401	17338	"protein_coding"
"ENSG00000100065"	37490362	37519542	29180	"protein_coding"
"ENSG00000100068"	25351418	25405377	53959	"protein_coding"
"ENSG00000100075"	19175575	19178830	3255	"protein_coding"
"ENSG00000100077"	25564849	25729294	164445	"protein_coding"
"ENSG00000100078"	31134809	31140607	5798	"protein_coding"
"ENSG00000100079"	37570246	37582616	12370	"protein_coding"
"ENSG00000100083"	37608475	37633564	25089	"protein_coding"
"ENSG00000100084"	19330698	19447450	116752	"protein_coding"
"ENSG00000100092"	37634654	37656119	21465	"protein_coding"
"ENSG00000100095"	26169474	26383597	214123	"protein_coding"
"ENSG00000100097"	37675608	37679806	4198	"protein_coding"
"ENSG00000100099"	26443423	26483837	40414	"protein_coding"
"ENSG00000100100"	31281593	31292534	10941	"protein_coding"
"ENSG00000100101"	37686414	37726503	40089	"protein_coding"
"ENSG00000100104"	26483877	26494658	10781	"protein_coding"
"ENSG00000100105"	31325804	31346232	20428	"protein_coding"
"ENSG00000100106"	37696988	37776556	79568	"protein_coding"
"ENSG00000100109"	26491225	26512505	21280	"protein_coding"
"ENSG00000100116"	37807905	37817176	9271	"protein_coding"
"ENSG00000100121"	22644475	22647903	3428	"protein_coding"
"ENSG00000100122"	26599278	26618088	18810	"protein_coding"
"ENSG00000100124"	37830855	37849327	18472	"protein_coding"
"ENSG00000100129"	37848868	37889407	40539	"protein_coding"
"ENSG00000100138"	41673930	41690504	16574	"protein_coding"
"ENSG00000100139"	37905657	37942822	37165	"protein_coding"
"ENSG00000100142"	37952607	38041915	89308	"protein_coding"
"ENSG00000100146"	37970686	37987422	16736	"protein_coding"
"ENSG00000100147"	41800679	41826299	25620	"protein_coding"
"ENSG00000100150"	31753867	31908033	154166	"protein_coding"
"ENSG00000100151"	38056311	38075701	19390	"protein_coding"
"ENSG00000100154"	27978014	28679865	701851	"protein_coding"
"ENSG00000100156"	38078134	38084093	5959	"protein_coding"
"ENSG00000100162"	41938721	41947164	8443	"protein_coding"
"ENSG00000100167"	41969475	41998221	28746	"protein_coding"
"ENSG00000100170"	32043032	32113029	69997	"protein_coding"
"ENSG00000100191"	32218476	32255341	36865	"protein_coding"
"ENSG00000100196"	38468062	38483447	15385	"protein_coding"
"ENSG00000100197"	42126499	42130906	4407	"protein_coding"
"ENSG00000100201"	38483440	38507660	24220	"protein_coding"
"ENSG00000100206"	38518949	38570286	51337	"protein_coding"
"ENSG00000100207"	42160013	42343616	183603	"protein_coding"
"ENSG00000100209"	28742031	28757515	15484	"protein_coding"
"ENSG00000100211"	38656636	38673854	17218	"protein_coding"
"ENSG00000100216"	38681948	38685421	3473	"protein_coding"
"ENSG00000100218"	23059415	23145021	85606	"protein_coding"
"ENSG00000100219"	28794555	28800597	6042	"protein_coding"
"ENSG00000100220"	32387582	32412255	24673	"protein_coding"
"ENSG00000100221"	38685543	38701556	16013	"protein_coding"
"ENSG00000100225"	32474676	32498829	24153	"protein_coding"
"ENSG00000100226"	38705723	38738299	32576	"protein_coding"
"ENSG00000100227"	42583721	42614962	31241	"protein_coding"
"ENSG00000100228"	23145326	23164350	19024	"protein_coding"
"ENSG00000100234"	32801701	32863043	61342	"protein_coding"
"ENSG00000100239"	50343304	50445090	101786	"protein_coding"
"ENSG00000100241"	50445000	50475024	30024	"protein_coding"
"ENSG00000100242"	38734725	38794143	59418	"protein_coding"
"ENSG00000100243"	42617840	42649568	31728	"protein_coding"
"ENSG00000100246"	38778508	38794198	15690	"protein_coding"
"ENSG00000100249"	29058672	29061844	3172	"protein_coding"
"ENSG00000100253"	50486784	50490648	3864	"protein_coding"
"ENSG00000100258"	50502949	50507691	4742	"protein_coding"
"ENSG00000100263"	29259852	29268209	8357	"protein_coding"
"ENSG00000100266"	42835412	43015145	179733	"protein_coding"
"ENSG00000100271"	43039644	43089428	49784	"protein_coding"
"ENSG00000100276"	29312933	29319679	6746	"protein_coding"
"ENSG00000100280"	29327680	29423179	95499	"protein_coding"
"ENSG00000100281"	35257452	35295807	38355	"protein_coding"
"ENSG00000100284"	35299275	35347994	48719	"protein_coding"
"ENSG00000100285"	29480230	29491390	11160	"protein_coding"
"ENSG00000100288"	50578949	50601455	22506	"protein_coding"
"ENSG00000100290"	43110748	43129712	18964	"protein_coding"
"ENSG00000100292"	35380361	35394214	13853	"protein_coding"
"ENSG00000100294"	43132206	43143394	11188	"protein_coding"
"ENSG00000100296"	29505879	29555216	49337	"protein_coding"
"ENSG00000100297"	35400063	35425430	25367	"protein_coding"
"ENSG00000100298"	39097224	39104067	6843	"protein_coding"
"ENSG00000100299"	50622754	50628173	5419	"protein_coding"
"ENSG00000100300"	43151514	43163242	11728	"protein_coding"
"ENSG00000100302"	35540868	35554001	13133	"protein_coding"
"ENSG00000100304"	43166622	43187133	20511	"protein_coding"
"ENSG00000100307"	39120167	39152674	32507	"protein_coding"
"ENSG00000100311"	39223359	39244751	21392	"protein_coding"
"ENSG00000100312"	50738196	50745334	7138	"protein_coding"
"ENSG00000100314"	29720084	29731839	11755	"protein_coding"
"ENSG00000100316"	39312882	39320389	7507	"protein_coding"
"ENSG00000100319"	29730956	29767011	36055	"protein_coding"
"ENSG00000100320"	35738736	36028425	289689	"protein_coding"
"ENSG00000100321"	39349925	39385588	35663	"protein_coding"
"ENSG00000100324"	39399741	39437060	37319	"protein_coding"
"ENSG00000100325"	29788608	29838304	49696	"protein_coding"
"ENSG00000100330"	29883155	30030866	147711	"protein_coding"
"ENSG00000100335"	39499432	39518132	18700	"protein_coding"
"ENSG00000100336"	36189124	36204840	15716	"protein_coding"
"ENSG00000100341"	43879678	43892013	12335	"protein_coding"
"ENSG00000100342"	36253010	36267530	14520	"protein_coding"
"ENSG00000100344"	43923739	43964488	40749	"protein_coding"
"ENSG00000100345"	36281277	36388067	106790	"protein_coding"
"ENSG00000100346"	39570753	39689737	118984	"protein_coding"
"ENSG00000100347"	43955421	44010531	55110	"protein_coding"
"ENSG00000100348"	36467036	36482030	14994	"protein_coding"
"ENSG00000100350"	36487190	36507101	19911	"protein_coding"
"ENSG00000100351"	39901082	39973721	72639	"protein_coding"
"ENSG00000100353"	36510850	36529436	18586	"protein_coding"
"ENSG00000100354"	40044817	40335808	290991	"protein_coding"
"ENSG00000100359"	40370591	40410289	39698	"protein_coding"
"ENSG00000100360"	36758202	36776256	18054	"protein_coding"
"ENSG00000100362"	36800684	36819479	18795	"protein_coding"
"ENSG00000100364"	45190338	45240769	50431	"protein_coding"
"ENSG00000100365"	36860988	36878015	17027	"protein_coding"
"ENSG00000100368"	36913628	36940449	26821	"protein_coding"
"ENSG00000100372"	40769630	40819399	49769	"protein_coding"
"ENSG00000100373"	45284982	45295874	10892	"protein_coding"
"ENSG00000100376"	45308968	45341955	32987	"protein_coding"
"ENSG00000100379"	37051736	37063390	11654	"protein_coding"
"ENSG00000100380"	40824535	40857022	32487	"protein_coding"
"ENSG00000100385"	37125838	37175054	49216	"protein_coding"
"ENSG00000100387"	40951347	40973309	21962	"protein_coding"
"ENSG00000100393"	41091786	41180079	88293	"protein_coding"
"ENSG00000100395"	41205205	41231271	26066	"protein_coding"
"ENSG00000100399"	41229510	41240934	11424	"protein_coding"
"ENSG00000100401"	41245611	41286251	40640	"protein_coding"
"ENSG00000100403"	41301522	41360147	58625	"protein_coding"
"ENSG00000100410"	41459717	41468725	9008	"protein_coding"
"ENSG00000100412"	41469125	41528989	59864	"protein_coding"
"ENSG00000100413"	41525804	41544606	18802	"protein_coding"
"ENSG00000100416"	46330875	46357340	26465	"protein_coding"
"ENSG00000100417"	41576894	41589890	12996	"protein_coding"
"ENSG00000100418"	41598028	41621096	23068	"protein_coding"
"ENSG00000100422"	46684411	46738261	53850	"protein_coding"
"ENSG00000100425"	49773283	49827512	54229	"protein_coding"
"ENSG00000100426"	49853842	49890078	36236	"protein_coding"
"ENSG00000100427"	50059391	50085902	26511	"protein_coding"
"ENSG00000100429"	50245183	50251405	6222	"protein_coding"
"ENSG00000100433"	88180103	88326907	146804	"protein_coding"
"ENSG00000100439"	22598237	22613215	14978	"protein_coding"
"ENSG00000100441"	24429286	24441834	12548	"protein_coding"
"ENSG00000100442"	45115600	45135319	19719	"protein_coding"
"ENSG00000100445"	24439766	24442905	3139	"protein_coding"
"ENSG00000100448"	24573522	24576260	2738	"protein_coding"
"ENSG00000100450"	24606480	24609699	3219	"protein_coding"
"ENSG00000100453"	24630954	24634267	3313	"protein_coding"
"ENSG00000100461"	22893206	22919184	25978	"protein_coding"
"ENSG00000100462"	22920511	22929585	9074	"protein_coding"
"ENSG00000100473"	30874514	30895065	20551	"protein_coding"
"ENSG00000100478"	31025106	31096450	71344	"protein_coding"
"ENSG00000100479"	49643555	49688422	44867	"protein_coding"
"ENSG00000100483"	50108632	50116600	7968	"protein_coding"
"ENSG00000100485"	50117120	50231558	114438	"protein_coding"
"ENSG00000100490"	50329404	50416461	87057	"protein_coding"
"ENSG00000100503"	50719763	50831121	111358	"protein_coding"
"ENSG00000100504"	50857891	50944736	86845	"protein_coding"
"ENSG00000100505"	50975262	51096061	120799	"protein_coding"
"ENSG00000100519"	52707172	52728587	21415	"protein_coding"
"ENSG00000100522"	52775194	52791668	16474	"protein_coding"
"ENSG00000100523"	53036745	53153282	116537	"protein_coding"
"ENSG00000100526"	54396849	54420218	23369	"protein_coding"
"ENSG00000100528"	54423560	54441431	17871	"protein_coding"
"ENSG00000100532"	54509812	54539309	29497	"protein_coding"
"ENSG00000100554"	67294371	67360265	65894	"protein_coding"
"ENSG00000100557"	57469301	57493867	24566	"protein_coding"
"ENSG00000100558"	67386983	67412200	25217	"protein_coding"
"ENSG00000100564"	67581955	67600287	18332	"protein_coding"
"ENSG00000100565"	76826372	76870302	43930	"protein_coding"
"ENSG00000100567"	58244831	58272012	27181	"protein_coding"
"ENSG00000100568"	67647075	67674831	27756	"protein_coding"
"ENSG00000100575"	58408494	58427614	19120	"protein_coding"
"ENSG00000100577"	77320884	77331597	10713	"protein_coding"
"ENSG00000100578"	58427385	58551289	123904	"protein_coding"
"ENSG00000100580"	77335021	77377109	42088	"protein_coding"
"ENSG00000100583"	77376689	77391497	14808	"protein_coding"
"ENSG00000100591"	77457870	77469474	11604	"protein_coding"
"ENSG00000100592"	59188646	59371405	182759	"protein_coding"
"ENSG00000100593"	77474394	77498850	24456	"protein_coding"
"ENSG00000100596"	77505997	77616773	110776	"protein_coding"
"ENSG00000100599"	92513774	92688994	175220	"protein_coding"
"ENSG00000100600"	92703807	92748702	44895	"protein_coding"
"ENSG00000100601"	77672404	77708020	35616	"protein_coding"
"ENSG00000100603"	77717599	77761207	43608	"protein_coding"
"ENSG00000100604"	92923080	92935293	12213	"protein_coding"
"ENSG00000100605"	92936914	93116320	179406	"protein_coding"
"ENSG00000100612"	60144120	60169856	25736	"protein_coding"
"ENSG00000100614"	60245752	60299087	53335	"protein_coding"
"ENSG00000100625"	60709528	60724348	14820	"protein_coding"
"ENSG00000100626"	69259277	69357033	97756	"protein_coding"
"ENSG00000100628"	93934153	93976791	42638	"protein_coding"
"ENSG00000100629"	80476983	80959517	482534	"protein_coding"
"ENSG00000100632"	69380123	69398627	18504	"protein_coding"
"ENSG00000100644"	61695513	61748259	52746	"protein_coding"
"ENSG00000100647"	69611596	69715142	103546	"protein_coding"
"ENSG00000100650"	69726900	69772005	45105	"protein_coding"
"ENSG00000100652"	69775417	69797289	21872	"protein_coding"
"ENSG00000100664"	103333544	103345025	11481	"protein_coding"
"ENSG00000100665"	94561091	94569913	8822	"protein_coding"
"ENSG00000100678"	70044217	70189070	144853	"protein_coding"
"ENSG00000100697"	95086228	95158010	71782	"protein_coding"
"ENSG00000100711"	103715730	103733668	17938	"protein_coding"
"ENSG00000100714"	64388031	64463457	75426	"protein_coding"
"ENSG00000100721"	95709967	95714196	4229	"protein_coding"
"ENSG00000100722"	88562909	88627596	64687	"protein_coding"
"ENSG00000100726"	1493344	1510457	17113	"protein_coding"
"ENSG00000100731"	70907405	71115382	207977	"protein_coding"
"ENSG00000100739"	96255824	96268967	13143	"protein_coding"
"ENSG00000100744"	96363452	96387288	23836	"protein_coding"
"ENSG00000100749"	96797304	96931722	134418	"protein_coding"
"ENSG00000100764"	90256495	90275429	18934	"protein_coding"
"ENSG00000100767"	73237497	73274640	37143	"protein_coding"
"ENSG00000100784"	90847862	91060636	212774	"protein_coding"
"ENSG00000100796"	91457611	91510554	52943	"protein_coding"
"ENSG00000100802"	22985908	23010166	24258	"protein_coding"
"ENSG00000100804"	23016543	23035230	18687	"protein_coding"
"ENSG00000100811"	100238298	100282792	44494	"protein_coding"
"ENSG00000100813"	23058564	23095614	37050	"protein_coding"
"ENSG00000100814"	20311368	20333312	21944	"protein_coding"
"ENSG00000100815"	91965991	92040896	74905	"protein_coding"
"ENSG00000100823"	20455191	20457772	2581	"protein_coding"
"ENSG00000100836"	23321289	23326185	4896	"protein_coding"
"ENSG00000100842"	23356402	23365752	9350	"protein_coding"
"ENSG00000100852"	32076114	32159728	83614	"protein_coding"
"ENSG00000100865"	102341102	102362916	21814	"protein_coding"
"ENSG00000100867"	23630115	23645639	15524	"protein_coding"
"ENSG00000100883"	34981957	35029567	47610	"protein_coding"
"ENSG00000100884"	24070837	24078100	7263	"protein_coding"
"ENSG00000100888"	21385194	21456126	70932	"protein_coding"
"ENSG00000100889"	24094053	24110598	16545	"protein_coding"
"ENSG00000100890"	35121846	35277614	155768	"protein_coding"
"ENSG00000100897"	24114195	24125242	11047	"protein_coding"
"ENSG00000100902"	35278633	35317493	38860	"protein_coding"
"ENSG00000100906"	35401511	35404749	3238	"protein_coding"
"ENSG00000100908"	24138959	24141588	2629	"protein_coding"
"ENSG00000100911"	24143362	24147570	4208	"protein_coding"
"ENSG00000100916"	35826318	35932325	106007	"protein_coding"
"ENSG00000100918"	24171853	24180257	8404	"protein_coding"
"ENSG00000100926"	24189143	24195687	6544	"protein_coding"
"ENSG00000100934"	39031919	39109646	77727	"protein_coding"
"ENSG00000100938"	24232422	24239242	6820	"protein_coding"
"ENSG00000100941"	39175183	39183218	8035	"protein_coding"
"ENSG00000100949"	24265538	24271739	6201	"protein_coding"
"ENSG00000100968"	24365673	24379604	13931	"protein_coding"
"ENSG00000100979"	45898621	45912155	13534	"protein_coding"
"ENSG00000100982"	45934628	45948023	13395	"protein_coding"
"ENSG00000100983"	34928433	34956027	27594	"protein_coding"
"ENSG00000100985"	46008908	46016561	7653	"protein_coding"
"ENSG00000100987"	25070885	25082365	11480	"protein_coding"
"ENSG00000100991"	35002404	35092871	90467	"protein_coding"
"ENSG00000100994"	25248069	25298014	49945	"protein_coding"
"ENSG00000100997"	25294743	25390983	96240	"protein_coding"
"ENSG00000101000"	35172073	35216240	44167	"protein_coding"
"ENSG00000101003"	25407727	25452628	44901	"protein_coding"
"ENSG00000101004"	25452705	25585517	132812	"protein_coding"
"ENSG00000101017"	46118272	46129863	11591	"protein_coding"
"ENSG00000101019"	35302566	35412141	109575	"protein_coding"
"ENSG00000101040"	47209214	47356889	147675	"protein_coding"
"ENSG00000101049"	43558968	43588237	29269	"protein_coding"
