Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6
ENSG00000174938,5608,5202,5232,3284,2878,5004
ENSG00000174939,1182,1102,976,918,892,1602
ENSG00000174943,1138,1054,872,1016,895,1348
ENSG00000174944,3,3,5,4,0,0
ENSG00000174945,36,34,44,18,26,34
ENSG00000174946,0,0,2,0,0,3
ENSG00000174948,0,0,0,0,0,0
ENSG00000174950,0,0,0,0,0,0
ENSG00000174951,23,22,82,651,654,541
ENSG00000174953,1307,1553,1332,2268,2068,2614
ENSG00000174957,0,0,0,0,0,0
ENSG00000174963,3,3,0,0,1,3
ENSG00000174970,0,0,0,0,0,0
ENSG00000174982,0,0,0,0,0,0
ENSG00000174989,640,664,552,449,433,701
ENSG00000174990,0,0,0,0,0,0
ENSG00000174992,0,0,0,0,2,0
ENSG00000174996,7848,7221,6685,6628,5912,11417
ENSG00000175003,64,105,59,35,41,84
ENSG00000175018,0,1,0,0,0,0
ENSG00000175029,2683,2960,2555,3026,2734,3811
ENSG00000175040,526,525,542,555,475,996
ENSG00000175048,640,600,639,955,867,1025
ENSG00000175054,646,685,623,979,890,1392
ENSG00000175063,349,322,859,4100,3826,5496
ENSG00000175065,0,0,0,0,0,0
ENSG00000175066,249,257,268,751,681,782
ENSG00000175073,963,1002,846,835,742,924
ENSG00000175077,0,0,1,0,0,0
ENSG00000175084,3,0,4,1,0,365
ENSG00000175087,140,161,158,271,226,281
ENSG00000175093,47,48,69,265,229,359
ENSG00000175097,1,2,2,1,4,4
ENSG00000175104,728,823,619,818,669,913
ENSG00000175105,601,733,536,564,486,488
ENSG00000175106,73,64,74,59,57,80
ENSG00000175110,603,653,651,595,499,663
ENSG00000175115,1440,1376,1644,2704,2424,3478
ENSG00000175121,2,0,0,0,1,2
ENSG00000175130,3077,2514,3764,5610,4727,6437
ENSG00000175137,1413,1447,1300,1098,1108,1692
ENSG00000175143,0,0,0,0,0,0
ENSG00000175155,1247,1253,1085,975,938,891
ENSG00000175161,15,8,20,18,12,18
ENSG00000175164,0,0,1,1,0,1
ENSG00000175166,14095,15134,12186,14224,13153,31616
ENSG00000175175,207,244,223,799,693,621
ENSG00000175182,750,670,577,535,502,1300
ENSG00000175183,354,389,474,770,678,573
ENSG00000175189,3,5,3,8,5,10
ENSG00000175193,1369,1325,1280,1906,1740,2539
ENSG00000175197,328,353,346,800,767,1101
ENSG00000175198,151,151,192,239,222,220
ENSG00000175202,1,0,1,0,1,0
ENSG00000175203,3025,3143,2804,2821,2647,3546
ENSG00000175206,116,125,78,51,53,82
ENSG00000175213,633,608,599,638,647,1435
ENSG00000175215,5202,5651,5100,4930,4550,5612
ENSG00000175216,4333,4609,4404,9686,8951,10757
ENSG00000175220,1850,1771,1768,2873,2580,4338
ENSG00000175221,2946,2799,2655,2788,2557,4042
ENSG00000175224,2380,2558,2303,2825,2672,3629
ENSG00000175229,22,34,8,5,5,17
ENSG00000175262,1,1,2,3,3,5
ENSG00000175264,304,265,297,217,193,497
ENSG00000175265,4058,3191,3895,4961,3988,5349
ENSG00000175267,4,8,2,1,1,3
ENSG00000175274,1999,2086,2316,1951,1859,2222
ENSG00000175279,59,54,74,162,169,171
ENSG00000175283,725,742,731,516,407,894
ENSG00000175287,297,303,396,334,307,462
ENSG00000175294,224,256,255,302,273,562
ENSG00000175305,58,33,78,172,180,210
ENSG00000175309,3132,3155,2704,1918,1822,2661
ENSG00000175311,2,2,1,0,0,2
ENSG00000175315,39,34,39,46,34,36
ENSG00000175318,7,5,9,3,0,6
ENSG00000175322,121,160,122,457,385,369
ENSG00000175324,521,486,515,480,409,527
ENSG00000175325,6,1,4,0,3,1
ENSG00000175329,6,14,4,12,15,7
ENSG00000175334,4547,4090,4605,7902,7181,9035
ENSG00000175336,1,1,3,0,1,0
ENSG00000175344,228,212,244,274,252,334
ENSG00000175348,1305,1381,1287,1298,1172,1820
ENSG00000175352,983,956,816,1667,1639,4868
ENSG00000175354,960,1011,917,1152,1114,1265
ENSG00000175356,55,73,46,31,20,61
ENSG00000175376,964,937,874,1404,1330,1915
ENSG00000175387,2502,2616,2524,2022,1846,2287
ENSG00000175390,7938,8461,7924,7949,7603,9868
ENSG00000175395,38,25,39,60,77,95
ENSG00000175398,0,0,0,0,0,0
ENSG00000175414,2399,2766,2433,1541,1459,1940
ENSG00000175416,5070,5144,4059,4352,4050,8531
ENSG00000175426,6,7,2,4,6,3
ENSG00000175445,119,123,263,333,280,381
ENSG00000175449,7,8,4,30,27,30
ENSG00000175455,1723,1782,1942,4101,4034,3975
ENSG00000175463,34,16,36,34,56,65
ENSG00000175467,5415,5500,4876,5314,4978,8205
ENSG00000175470,1105,1235,1056,1186,1038,1397
ENSG00000175471,540,589,526,975,992,1786
ENSG00000175482,261,277,309,280,223,391
ENSG00000175485,0,2,1,0,2,1
ENSG00000175489,4,6,4,2,0,2
ENSG00000175497,751,843,802,679,580,649
ENSG00000175505,307,298,305,379,355,470
ENSG00000175513,0,0,0,3,1,7
ENSG00000175514,1,0,0,0,1,1
ENSG00000175518,17,20,26,30,20,19
ENSG00000175520,0,0,0,0,0,0
ENSG00000175535,0,0,0,0,0,0
ENSG00000175536,9,14,8,25,26,31
ENSG00000175538,0,1,0,0,1,0
ENSG00000175544,0,3,1,1,2,3
ENSG00000175548,234,242,308,957,956,1089
ENSG00000175550,9291,8137,9410,10758,9452,19122
ENSG00000175556,15,17,17,43,33,58
ENSG00000175564,33,37,54,31,47,68
ENSG00000175567,736,703,1004,1542,1385,1574
ENSG00000175573,2354,2239,1987,4244,3836,7069
ENSG00000175575,277,291,301,502,470,660
ENSG00000175581,545,635,660,783,707,781
ENSG00000175582,2936,3422,3094,2876,2699,3052
ENSG00000175591,85,72,82,131,92,155
ENSG00000175592,2484,2425,1875,3421,3317,8671
ENSG00000175595,305,329,315,501,450,629
ENSG00000175600,400,397,293,334,310,287
ENSG00000175602,975,883,808,1628,1338,3419
ENSG00000175606,465,471,464,626,622,974
ENSG00000175619,0,1,0,0,0,0
ENSG00000175634,1749,1599,1562,1908,1685,2992
ENSG00000175643,171,134,315,838,772,822
ENSG00000175646,0,0,1,1,0,0
ENSG00000175662,1051,1119,1016,683,593,850
ENSG00000175664,0,0,0,0,0,0
ENSG00000175691,117,111,115,122,115,142
ENSG00000175697,220,166,225,606,492,631
ENSG00000175699,0,0,0,0,0,0
ENSG00000175701,689,638,613,1757,1588,2020
ENSG00000175707,4,6,6,2,2,2
ENSG00000175711,471,430,456,1382,1483,1781
ENSG00000175718,1,2,0,0,0,0
ENSG00000175727,3673,3628,3176,5071,4988,7839
ENSG00000175745,33,42,42,80,78,101
ENSG00000175756,2095,2131,2025,2840,2459,4275
ENSG00000175764,95,128,103,228,218,330
ENSG00000175766,0,0,0,0,0,3
ENSG00000175768,54,68,67,157,158,282
ENSG00000175779,0,0,0,0,0,0
ENSG00000175782,266,273,312,520,448,631
ENSG00000175785,9,3,12,41,34,37
ENSG00000175787,182,222,204,303,302,400
ENSG00000175792,1415,1410,1254,1769,1582,2240
ENSG00000175793,7951,7955,7085,4872,4154,14604
ENSG00000175806,276,250,244,419,399,679
ENSG00000175809,0,0,0,0,0,0
ENSG00000175820,2,7,1,2,1,5
ENSG00000175826,1929,2206,1961,2475,2310,3269
ENSG00000175832,2335,2243,2462,3012,2808,5622
ENSG00000175854,287,254,318,482,481,591
ENSG00000175857,0,0,0,0,0,0
ENSG00000175866,6040,5773,5898,6823,6250,12527
ENSG00000175868,3,4,5,21,25,25
ENSG00000175874,33,52,43,95,64,48
ENSG00000175877,1,2,1,1,2,1
ENSG00000175879,318,272,300,546,417,659
ENSG00000175893,1041,1286,1343,1384,1388,1532
ENSG00000175894,215,229,150,104,104,91
ENSG00000175895,222,227,242,419,385,422
ENSG00000175899,79,100,79,27,27,107
ENSG00000175906,113,116,129,203,192,213
ENSG00000175920,56,61,87,17,18,38
ENSG00000175928,4858,5552,6967,1339,1249,1031
ENSG00000175931,2852,2991,2540,4005,3617,5262
ENSG00000175938,157,176,196,64,62,80
ENSG00000175946,31,45,18,61,58,178
ENSG00000175970,1350,1405,1516,1883,1776,2444
ENSG00000175984,420,470,353,342,352,426
ENSG00000175985,155,168,170,115,100,150
ENSG00000176009,8,3,7,5,1,5
ENSG00000176014,20939,19898,18882,13482,12310,27946
ENSG00000176018,517,481,526,471,498,649
ENSG00000176020,0,0,0,3,1,2
ENSG00000176022,542,556,417,387,314,673
ENSG00000176024,199,213,187,153,132,181
ENSG00000176029,30,33,32,26,17,28
ENSG00000176040,24,24,36,6,4,11
ENSG00000176046,954,915,1450,5013,4640,5998
ENSG00000176049,292,333,399,129,124,53
ENSG00000176055,70,90,88,185,187,203
ENSG00000176058,1198,908,992,1120,916,1536
ENSG00000176076,22,12,13,5,3,12
ENSG00000176083,0,0,0,0,0,0
ENSG00000176087,2016,1991,1880,2783,2469,4260
ENSG00000176092,77,112,103,85,67,82
ENSG00000176095,3513,4035,3025,3072,2929,4092
ENSG00000176101,2249,2159,2237,3501,3115,5691
ENSG00000176102,782,797,811,1274,1063,1732
ENSG00000176105,3746,4351,3761,4749,4509,4915
ENSG00000176108,1149,1012,1120,1981,1754,3148
ENSG00000176125,36,47,53,42,44,83
ENSG00000176136,19,17,12,10,4,4
ENSG00000176142,757,796,737,883,785,985
ENSG00000176148,1533,1741,1443,952,816,845
ENSG00000176153,29,30,21,16,16,33
ENSG00000176155,2024,2070,1851,1942,1833,2800
ENSG00000176160,5,3,1,0,1,6
ENSG00000176165,588,448,510,589,535,1053
ENSG00000176170,2861,2723,2443,3540,3140,9271
ENSG00000176171,658,723,669,1139,988,1229
ENSG00000176177,0,2,3,3,1,20
ENSG00000176182,329,338,400,407,373,575
ENSG00000176194,3,9,7,2,2,7
ENSG00000176198,1,2,0,0,0,0
ENSG00000176200,0,0,0,0,0,0
ENSG00000176204,5,17,7,2,0,4
ENSG00000176208,229,234,355,1081,966,1111
ENSG00000176209,145,116,134,161,148,180
ENSG00000176219,0,0,1,0,0,0
ENSG00000176222,410,471,459,333,313,118
ENSG00000176225,344,368,323,795,704,1054
ENSG00000176230,0,0,0,0,0,0
ENSG00000176231,0,0,0,0,0,0
ENSG00000176239,1,0,0,0,3,1
ENSG00000176244,101,115,163,553,463,281
ENSG00000176246,0,0,0,0,0,0
ENSG00000176248,3437,3245,3151,3100,2573,4384
ENSG00000176253,0,0,0,0,0,0
ENSG00000176256,0,1,0,0,0,0
ENSG00000176261,437,470,453,552,523,650
ENSG00000176269,0,0,0,0,0,0
ENSG00000176273,327,313,406,988,852,880
ENSG00000176281,0,0,0,0,0,0
ENSG00000176290,0,0,0,0,0,0
ENSG00000176293,66,64,67,76,79,107
ENSG00000176294,3,0,0,0,0,0
ENSG00000176299,0,0,0,0,0,0
ENSG00000176302,1,0,0,0,1,0
ENSG00000176340,2633,2538,2603,5006,4856,5840
ENSG00000176358,4,6,8,11,6,8
ENSG00000176371,221,243,224,303,231,258
ENSG00000176381,15,9,15,36,26,62
ENSG00000176383,46,49,62,102,89,132
ENSG00000176386,778,738,751,694,621,917
ENSG00000176387,11,15,9,38,38,40
ENSG00000176390,967,1115,839,971,980,1100
ENSG00000176393,2321,2238,2408,2761,2442,2742
ENSG00000176396,1837,1740,1839,1946,1718,2903
ENSG00000176399,327,340,289,278,240,297
ENSG00000176401,241,283,230,223,198,257
ENSG00000176402,8,9,7,7,9,5
ENSG00000176406,141,151,121,168,171,205
ENSG00000176407,3125,3233,2805,3550,3083,3929
ENSG00000176410,299,255,269,338,297,430
ENSG00000176422,336,353,332,611,540,618
ENSG00000176428,451,427,457,433,349,461
ENSG00000176435,1,1,2,0,0,3
ENSG00000176438,85,96,134,495,478,675
ENSG00000176444,2166,2161,2188,2799,2667,3753
ENSG00000176454,1535,1505,1496,947,938,1154
ENSG00000176463,737,713,914,537,468,655
ENSG00000176472,52,34,58,67,73,130
ENSG00000176473,187,180,188,208,173,296
ENSG00000176476,431,455,436,679,616,999
ENSG00000176485,2,0,1,1,6,7
ENSG00000176490,470,393,511,1162,1049,1726
ENSG00000176495,0,0,0,0,0,0
ENSG00000176510,35,41,37,7,6,10
ENSG00000176531,3802,3480,2880,1726,1595,2945
ENSG00000176532,0,1,1,0,1,0
ENSG00000176533,554,407,543,418,403,586
ENSG00000176540,0,0,0,0,0,0
ENSG00000176542,1059,1145,989,886,968,1015
ENSG00000176547,0,0,0,0,0,0
ENSG00000176555,0,0,0,0,0,0
ENSG00000176563,74,63,57,46,39,60
ENSG00000176566,0,1,0,0,0,0
ENSG00000176567,0,0,0,0,0,0
ENSG00000176571,0,0,0,6,0,0
ENSG00000176595,375,306,334,411,326,637
ENSG00000176597,152,159,219,679,673,804
ENSG00000176601,0,0,0,2,3,4
ENSG00000176605,0,0,0,0,0,0
ENSG00000176619,4793,4402,5042,6848,6175,9793
ENSG00000176623,1090,1208,1111,1470,1338,1603
ENSG00000176624,1047,938,1203,1629,1363,1586
ENSG00000176635,0,0,0,0,0,0
ENSG00000176641,158,158,189,457,439,360
ENSG00000176658,3452,3829,3834,3700,3443,5674
ENSG00000176678,1,0,0,1,0,0
ENSG00000176679,0,0,0,0,0,0
ENSG00000176681,139,154,126,176,206,232
ENSG00000176692,0,0,1,0,0,5
ENSG00000176695,0,0,0,0,2,0
ENSG00000176697,503,546,458,376,325,268
ENSG00000176714,44,65,61,155,147,159
ENSG00000176715,1136,1067,1033,963,951,1498
ENSG00000176720,2086,1831,1926,2566,2194,4695
ENSG00000176723,13,7,12,8,8,9
ENSG00000176731,609,514,718,860,773,1178
ENSG00000176732,9,11,5,12,27,28
ENSG00000176742,0,0,0,0,0,0
ENSG00000176746,0,1,2,1,1,0
ENSG00000176749,890,902,776,734,576,836
ENSG00000176769,205,235,159,192,159,244
ENSG00000176771,37,77,32,21,34,13
ENSG00000176774,0,0,0,0,0,0
ENSG00000176782,0,0,0,0,0,0
ENSG00000176783,1135,1202,1010,958,866,1177
ENSG00000176787,0,0,0,0,0,0
ENSG00000176788,1876,1743,1980,1413,1271,1427
ENSG00000176797,1,0,0,0,0,0
ENSG00000176798,0,0,0,0,0,0
ENSG00000176809,56,74,49,77,63,96
ENSG00000176834,277,277,362,735,617,851
ENSG00000176842,55,60,75,124,103,204
ENSG00000176845,2079,1932,1854,1606,1223,1985
ENSG00000176853,9881,10550,10168,12055,11411,14081
ENSG00000176871,6710,7326,5635,4261,3917,6190
ENSG00000176884,1,2,4,19,9,9
ENSG00000176887,17,23,30,146,132,202
ENSG00000176890,1057,1108,1360,3735,3503,3239
ENSG00000176893,0,0,0,0,0,0
ENSG00000176894,80,88,135,316,242,301
ENSG00000176895,0,0,0,0,0,0
ENSG00000176896,19,24,28,46,28,39
ENSG00000176900,0,0,0,0,0,0
ENSG00000176903,3819,3611,3796,3875,3422,5556
ENSG00000176907,24,20,18,60,36,14
ENSG00000176909,75,92,74,57,41,79
ENSG00000176915,6624,7475,5533,5497,5187,6671
ENSG00000176919,43,44,30,19,22,21
ENSG00000176920,42,47,37,21,22,27
ENSG00000176922,0,0,0,0,0,0
ENSG00000176925,0,0,0,0,0,1
ENSG00000176927,14,17,16,15,9,22
ENSG00000176928,4,5,6,14,5,22
ENSG00000176945,102,98,101,75,70,175
ENSG00000176946,1084,1027,992,1563,1461,2263
ENSG00000176953,1747,1881,1691,2415,2294,3080
ENSG00000176956,23,15,37,8,5,14
ENSG00000176971,16,14,20,31,26,26
ENSG00000176973,93,87,105,155,135,130
ENSG00000176974,646,619,719,1309,1138,1420
ENSG00000176978,6538,5695,5836,7369,6285,12090
ENSG00000176979,0,0,0,0,0,0
ENSG00000176986,3987,3957,3575,3998,3741,4958
ENSG00000176988,0,0,0,0,0,0
ENSG00000176994,4546,4982,3938,3884,3767,5312
ENSG00000177000,1308,1502,1269,955,829,1379
ENSG00000177023,0,0,0,0,0,0
ENSG00000177025,1,6,1,1,1,4
ENSG00000177030,811,720,746,1238,1112,2078
ENSG00000177034,508,523,560,911,902,1066
ENSG00000177042,977,1117,862,439,421,574
ENSG00000177045,97,65,133,305,234,311
ENSG00000177047,0,1,0,0,0,2
ENSG00000177051,788,694,606,818,707,996
ENSG00000177054,989,1124,1089,945,923,1114
ENSG00000177058,796,692,741,821,687,1049
ENSG00000177076,253,272,202,201,166,197
ENSG00000177082,321,306,290,312,299,406
ENSG00000177084,2597,2279,3470,10020,9371,16392
ENSG00000177096,395,408,449,838,786,1308
ENSG00000177098,267,232,330,186,178,163
ENSG00000177103,6,9,2,6,9,17
ENSG00000177105,1024,1114,899,1084,963,1763
ENSG00000177106,4136,4678,3874,922,817,933
ENSG00000177108,217,222,210,78,55,76
ENSG00000177119,4861,6032,5029,4158,3722,3698
ENSG00000177125,505,573,516,845,749,772
ENSG00000177138,16,22,16,2,4,4
ENSG00000177143,0,0,0,0,0,0
ENSG00000177144,0,0,0,0,0,0
ENSG00000177150,2423,2844,2460,2806,2697,4058
ENSG00000177151,0,0,0,0,0,0
ENSG00000177156,1658,1657,1845,2876,2656,3591
ENSG00000177169,6107,5588,5625,4042,3528,4104
ENSG00000177174,0,0,0,0,0,0
ENSG00000177181,38,44,61,187,152,107
ENSG00000177182,2,2,1,2,0,2
ENSG00000177186,0,0,0,0,0,0
ENSG00000177189,1621,1889,1547,1686,1513,2333
ENSG00000177191,17,8,13,11,16,27
ENSG00000177192,1618,1555,1352,2613,2234,4322
ENSG00000177200,1731,1895,1737,1883,1913,1900
ENSG00000177201,0,0,0,0,0,0
ENSG00000177202,1,1,2,4,5,11
ENSG00000177212,0,1,0,2,1,0
ENSG00000177225,1946,1950,1943,3323,3065,4424
ENSG00000177238,4,8,9,0,2,3
ENSG00000177239,3519,3279,3399,3107,2748,4429
ENSG00000177243,1,1,0,0,0,1
ENSG00000177257,0,0,0,0,0,0
ENSG00000177272,36,31,56,126,119,229
ENSG00000177275,0,0,0,0,0,0
ENSG00000177283,105,86,157,741,592,1350
ENSG00000177291,2,2,3,1,2,6
ENSG00000177294,0,2,2,4,6,9
ENSG00000177300,0,0,0,0,0,0
ENSG00000177301,253,225,311,94,87,75
ENSG00000177302,865,996,954,2385,2239,2813
ENSG00000177303,4494,3284,4394,4930,4209,8728
ENSG00000177311,2895,3430,2312,1430,1433,2443
ENSG00000177324,0,0,0,0,0,0
ENSG00000177352,798,867,774,839,767,1228
ENSG00000177354,0,0,0,0,0,18
ENSG00000177363,3,2,3,7,13,18
ENSG00000177370,657,688,674,761,752,987
ENSG00000177374,57,47,48,97,69,112
ENSG00000177380,1380,1281,1316,1507,1230,2162
ENSG00000177383,1676,1864,1817,1973,1772,2437
ENSG00000177398,2,2,6,5,2,3
ENSG00000177409,277,326,371,204,142,101
ENSG00000177414,0,0,0,0,2,0
ENSG00000177425,218,177,192,326,293,396
ENSG00000177426,1060,1141,1254,2149,1949,2195
ENSG00000177427,1299,1393,1139,883,780,1503
ENSG00000177432,94,90,80,167,108,168
ENSG00000177453,17,15,25,34,15,32
ENSG00000177455,2,0,1,0,0,0
ENSG00000177459,0,0,0,4,0,1
ENSG00000177462,2,2,0,5,14,3
ENSG00000177463,2326,2493,2481,2515,2505,2989
ENSG00000177464,159,194,149,169,165,131
ENSG00000177465,66,101,112,330,315,453
ENSG00000177468,0,0,0,0,0,0
ENSG00000177469,13444,13979,14623,10657,9041,16810
ENSG00000177476,0,0,0,0,0,0
ENSG00000177479,5759,6676,5491,6243,6262,7333
ENSG00000177483,14,25,24,23,27,30
ENSG00000177485,540,656,634,914,885,942
ENSG00000177489,0,0,0,0,0,0
ENSG00000177494,65,93,65,38,38,33
ENSG00000177504,0,2,0,1,0,0
ENSG00000177508,1461,1070,1556,2851,2400,3840
ENSG00000177511,0,0,0,0,0,0
ENSG00000177519,4,6,3,3,0,3
ENSG00000177535,0,2,2,1,0,2
ENSG00000177542,1860,1735,1747,2323,2108,4114
ENSG00000177548,1156,1145,1144,806,762,1416
ENSG00000177551,1,0,1,1,0,0
ENSG00000177556,1403,1206,1296,1518,1382,2191
ENSG00000177558,2,1,1,1,0,1
ENSG00000177565,1729,2102,1940,1588,1525,1498
ENSG00000177570,1409,1689,1427,1462,1402,1264
ENSG00000177575,216,261,136,30,31,31
ENSG00000177576,66,71,85,78,70,81
ENSG00000177595,3659,3862,3282,1621,1442,1953
ENSG00000177599,2,2,0,1,0,0
ENSG00000177600,11947,10960,11268,17573,16132,24996
ENSG00000177602,69,63,119,506,476,603
ENSG00000177606,8712,7688,8143,11470,9540,20705
ENSG00000177613,751,796,813,1693,1626,2412
ENSG00000177614,344,332,362,690,597,762
ENSG00000177627,3,1,0,2,2,1
ENSG00000177628,1594,1612,1661,1353,1309,1980
ENSG00000177646,684,751,660,1149,1099,1762
ENSG00000177663,969,981,1165,1059,1005,1953
ENSG00000177666,2588,2366,2212,1563,1389,1921
ENSG00000177669,0,1,0,0,1,0
ENSG00000177673,1,0,2,0,0,1
ENSG00000177674,1926,1628,1811,1728,1474,2712
ENSG00000177675,2894,3268,1830,981,1038,1623
ENSG00000177679,544,422,523,1094,980,1392
ENSG00000177683,429,490,448,572,524,675
ENSG00000177684,0,0,0,0,0,0
ENSG00000177685,93,80,83,48,52,70
ENSG00000177688,34,39,23,20,13,15
ENSG00000177689,0,0,0,0,0,0
ENSG00000177692,154,151,128,66,72,73
ENSG00000177693,1,0,0,0,0,0
ENSG00000177694,16,23,14,15,8,11
ENSG00000177697,7374,6886,7546,5529,5143,8414
ENSG00000177700,1912,2038,2029,1962,1760,2238
ENSG00000177706,42,45,92,160,106,295
ENSG00000177707,279,314,284,489,416,561
ENSG00000177710,1,7,5,0,0,2
ENSG00000177721,20,32,15,14,7,15
ENSG00000177728,8442,7870,7734,6262,5491,8030
ENSG00000177731,18587,19185,16590,12873,11833,20255
ENSG00000177732,7510,5566,7031,5793,4594,7505
ENSG00000177733,4760,4453,5539,11313,9617,16543
ENSG00000177752,4,2,2,2,0,0
ENSG00000177791,5,5,3,1,0,1
ENSG00000177807,53,81,61,23,27,27
ENSG00000177830,1594,1327,1555,1737,1560,2779
ENSG00000177839,168,208,214,94,94,99
ENSG00000177842,227,276,239,493,537,540
ENSG00000177853,1449,1737,1521,1895,2001,1968
ENSG00000177854,200,219,165,185,222,236
ENSG00000177868,588,604,606,464,344,423
ENSG00000177873,131,139,188,392,388,498
ENSG00000177875,499,510,417,260,211,365
ENSG00000177879,2410,2707,2395,3073,2649,3670
ENSG00000177885,6794,6975,6562,6948,6293,9000
ENSG00000177888,555,654,597,782,770,921
ENSG00000177889,2512,2389,2654,2704,2493,3194
ENSG00000177917,885,997,982,643,601,831
ENSG00000177932,365,458,451,635,590,668
ENSG00000177938,0,0,0,0,1,1
ENSG00000177943,3263,3086,2647,1835,1772,2344
ENSG00000177946,94,108,100,123,104,150
ENSG00000177947,0,0,0,0,0,0
ENSG00000177951,679,744,678,749,722,1079
ENSG00000177954,43410,37767,48255,59854,54261,98344
ENSG00000177963,4661,4746,4388,4031,3422,5890
ENSG00000177971,568,681,570,887,825,1371
ENSG00000177981,638,677,682,559,571,678
ENSG00000177984,23,13,9,9,8,0
ENSG00000177989,29,21,30,26,19,34
ENSG00000177990,678,696,577,145,139,115
ENSG00000177992,58,69,49,89,89,94
ENSG00000177994,2,0,1,0,0,0
ENSG00000178015,1,0,1,0,2,3
ENSG00000178021,6,11,5,8,5,7
ENSG00000178026,167,112,172,232,184,349
ENSG00000178028,3199,3606,2831,2114,2014,2591
ENSG00000178031,71,79,97,22,13,30
ENSG00000178033,209,248,233,117,95,41
ENSG00000178035,5502,5601,5375,11443,10804,14994
ENSG00000178038,3264,3680,2703,2474,2425,5461
ENSG00000178053,1030,1120,939,874,815,1082
ENSG00000178055,9,16,14,10,9,17
ENSG00000178057,1002,906,1009,1430,1238,1822
ENSG00000178074,647,690,648,1313,1325,1655
ENSG00000178075,197,286,225,325,304,381
ENSG00000178078,326,340,299,455,370,463
ENSG00000178084,0,0,0,0,0,1
ENSG00000178093,17,17,23,30,33,52
ENSG00000178096,289,278,287,594,550,930
ENSG00000178104,1385,1600,1363,1327,1217,2411
ENSG00000178105,1093,1182,1048,1875,1791,2366
ENSG00000178115,4,2,0,3,6,4
ENSG00000178125,0,0,2,5,1,0
ENSG00000178127,130,124,113,96,82,160
ENSG00000178149,1126,1103,1026,661,573,920
ENSG00000178150,6024,7683,5529,1052,1063,954
ENSG00000178163,1285,1418,1239,1293,1277,1445
ENSG00000178171,6,6,4,0,3,1
ENSG00000178172,6,3,4,0,0,0
ENSG00000178175,2,0,0,0,0,1
ENSG00000178177,478,555,459,546,540,515
ENSG00000178184,842,788,872,771,662,863
ENSG00000178187,176,156,182,131,131,170
ENSG00000178188,2650,2279,2466,3233,2846,4847
ENSG00000178199,20,2,11,6,6,11
ENSG00000178201,46,59,42,18,24,23
ENSG00000178202,226,181,430,994,925,1062
ENSG00000178209,134577,137606,104027,48711,42560,89704
ENSG00000178217,7,6,7,0,5,2
ENSG00000178222,0,0,0,0,0,0
ENSG00000178226,11,13,10,17,13,15
ENSG00000178229,159,176,154,208,170,237
ENSG00000178233,60,61,61,61,47,35
ENSG00000178234,820,872,966,1304,1199,1319
ENSG00000178235,2,0,1,1,1,2
ENSG00000178252,13712,14098,13531,15722,14556,23170
ENSG00000178257,1,1,2,1,1,4
ENSG00000178279,0,0,0,0,1,1
ENSG00000178287,1,2,0,0,0,0
ENSG00000178295,359,393,410,948,934,1421
ENSG00000178297,111,77,97,133,179,381
ENSG00000178301,350,395,312,223,203,376
ENSG00000178307,900,784,800,1022,946,1466
ENSG00000178338,546,549,500,1003,947,935
ENSG00000178342,56,59,48,15,24,24
ENSG00000178343,11,4,25,135,117,201
ENSG00000178358,0,1,0,2,0,0
ENSG00000178363,0,0,5,1,3,3
ENSG00000178372,0,0,0,0,0,0
ENSG00000178381,459,426,458,553,565,834
ENSG00000178385,105,104,89,177,162,191
ENSG00000178386,27,14,20,16,19,11
ENSG00000178394,0,0,0,0,0,1
ENSG00000178395,4,1,2,5,3,5
ENSG00000178397,860,917,886,1065,943,1294
ENSG00000178401,90,108,153,246,208,128
ENSG00000178403,0,0,0,0,1,2
ENSG00000178404,93,117,109,42,49,41
ENSG00000178409,330,321,394,585,551,906
ENSG00000178425,369,374,419,604,502,529
ENSG00000178445,5,11,15,30,26,40
ENSG00000178449,896,928,909,1080,921,936
ENSG00000178460,3,7,1,19,45,26
ENSG00000178462,0,0,0,0,0,1
ENSG00000178467,331,364,425,544,568,527
ENSG00000178473,0,0,0,0,1,0
ENSG00000178498,762,885,852,564,481,664
ENSG00000178502,148,161,137,268,259,314
ENSG00000178522,0,0,2,0,0,0
ENSG00000178531,1943,1860,1922,1242,1113,2216
ENSG00000178537,57,51,51,45,57,63
ENSG00000178538,107,131,195,508,446,333
ENSG00000178562,9,9,9,21,14,12
ENSG00000178567,3099,3228,3021,3875,3842,4428
ENSG00000178568,18,5,11,12,9,15
ENSG00000178573,6563,5699,6167,2142,1736,2733
ENSG00000178585,1195,1243,1316,448,414,732
ENSG00000178586,0,0,0,0,0,0
ENSG00000178591,0,0,0,0,0,0
ENSG00000178597,1,1,9,3,3,1
ENSG00000178602,2,2,0,5,1,1
ENSG00000178605,2381,2260,2272,2451,2146,4172
ENSG00000178607,1005,964,805,958,944,1467
ENSG00000178623,31,35,22,7,2,4
ENSG00000178645,1,0,0,0,1,0
ENSG00000178662,56,72,97,60,50,16
ENSG00000178665,231,238,304,209,204,207
ENSG00000178685,1768,1565,1933,1844,1599,1731
ENSG00000178690,0,0,0,0,0,2
ENSG00000178691,2351,2672,2407,3188,2959,3509
ENSG00000178694,246,268,262,206,192,236
ENSG00000178695,148,170,199,574,467,874
ENSG00000178700,183,190,242,266,239,373
ENSG00000178718,42,20,31,71,64,146
